id,title,date,article_url,place_of_accident,district,number_of_deaths,number_of_injured,vehicle_type,cause_of_accident,country,report_type,type_of_accident
4477,Rangpur road crash kills 2,2018-01-09 20:32:54,https://en.prothomalo.com/bangladesh/Rangpur-road-crash-kills-2-4,bairagiganj on rangpur-bogra highway,mithapukur upazila in rangpur,2,5,bus,head-on collision,Bangladesh,event,road accident
4479,Rangpur road crash kills 2,2018-01-09 20:32:54,https://en.prothomalo.com/bangladesh/Rangpur-road-crash-kills-2-2,bairagiganj on rangpur-bogra highway,mithapukur upazila in rangpur,2,5,two buses,head-on collision,Bangladesh,event,road accident
4481,One killed in Rajshahi road crash,2017-11-17 12:43:35,https://en.prothomalo.com/bangladesh/One-killed-in-Rajshahi-road-crash,rajshahi-chapainawabganj highway at gopalpur,rajshahi,1,1,,,Bangladesh,event,road accident
4483,Rajshahi bus plunge injures 15 labourers,2017-12-27 16:47:18,https://en.prothomalo.com/bangladesh/Rajshahi-bus-plunge-injures-15-labourers,hargram natunpara,rajshahi,0,15,,,Bangladesh,event,road accident
4485,Couple killed in Faridpur road crash,2018-01-07 22:52:17,https://en.prothomalo.com/bangladesh/Couple-killed-in-Faridpur-road-crash,"parikkhatapur, dhaka-khulna highway",faridpur,2,0,"motorcycle, truck",truck hit motorcycle,Bangladesh,event,road accident
4488,Worker killed in Magura road crash,2017-12-14 13:03:02,https://en.prothomalo.com/bangladesh/Worker-killed-in-Magura-road-crash,belnagar on magura-kamarkhali road,magura,1,2,,,Bangladesh,event,road accident
4489,Bagerhat road crash kills 1,2018-01-28 10:34:14,https://en.prothomalo.com/bangladesh/Bagerhat-road-crash-kills-1-2,dhaka-mawa highway,bagerhat,1,4,,,Bangladesh,event,road accident
4490,Faridpur road crash kills 5,2018-02-07 16:55:02,https://en.prothomalo.com/bangladesh/Faridpur-road-crash-kills-5,near municipality brac office on dhaka-khulna highway,faridpur,5,2,bus and easy-bike,collision between bus and easy-bike,Bangladesh,event,road accident
4492,Gopalganj road crash kills 4,2018-02-27 19:02:00,https://en.prothomalo.com/bangladesh/Gopalganj-road-crash-kills-3,dhaka-khulna highway at pona in kashiani upazila,kashiani,4,20,"bus, truck",head-on collision,Bangladesh,event,road accident
4496,Barisal road crash kills 2,2018-03-18 13:13:37,https://en.prothomalo.com/bangladesh/Barisal-road-crash-kills-2-2,dhaka-barisal highway in front of divisional commissioner's office,barisal,2,1,bus and motorcycle,head-on collision,Bangladesh,event,road accident
4498,3 JCD leaders killed in road accident,2014-07-22 22:28:20,https://en.prothomalo.com/bangladesh/3-JCD-leaders-killed-in-road-accident,dulhapur,rangpur,3,0,,road accident,Bangladesh,event,road accident
4501,Dhaka struggles to restore order on the streets,2019-03-20 10:12:31,,dhaka,dhaka,0,0,,lack of discipline on streets,Bangladesh,event,road accident
4504,Deadly ship graveyards of Bangladesh,2020-01-31 20:20:31,,sitakunda,chattogram,0,0,bus,,Bangladesh,event,road accident
4509,"Road crash kills trucker, helper",2017-12-08 12:51:24,https://en.prothomalo.com/bangladesh/Road-crash-kills-trucker-helper,dhaka-sylhet highway,narsingdi,2,5,truck,,Bangladesh,event,road accident
4513,Bagerhat road crash kills one,2017-11-19 13:30:19,https://en.prothomalo.com/bangladesh/Bagerhat-road-crash-kills-1,bagerhat-khulna road in fulbari area,bagerhat,1,0,bus and human hauler,bus hit a human hauler,Bangladesh,event,road accident
4515,Policeman killed in Ctg road crash,2018-02-06 11:24:10,https://en.prothomalo.com/bangladesh/Policeman-killed-in-Ctg-road-crash,chittagong-cox's bazar road,chittagong,1,2,road vehicle,road accident,Bangladesh,event,road accident
4517,Motorcyclist killed in head on collision with truck,2017-12-01 00:39:42,https://en.prothomalo.com/bangladesh/Motorcyclist-killed-in-head-on-collision-with,uthali bazar area,jibannagar,1,0,motorcycle and truck,head on collision,Bangladesh,event,road accident
4518,Dhaka-Ctg rail link restored after 6 hrs,2018-01-13 16:54:43,,banasua,comilla sadar upazila,0,0,demu train and a truck,collision,Bangladesh,event,road accident
4520,Rozina also dies,2018-04-30 11:52:31,https://en.prothomalo.com/bangladesh/Rozina-also-dies,dhaka medical college hospital,dhaka,1,0,,road crash,Bangladesh,event,road accident
4522,Khaleda criticises govt over road safety,2015-04-09 21:01:32,,faridpur-,faridpur,25,21,bus,crashing into roadside trees,Bangladesh,event,road accident
4525,Students continue protest for fifth day,2018-08-02 17:54:09,,city,dhaka,2,0,,,Bangladesh,event,road accident
4533,Bus-truck collision kills 2 in Gopalganj,2018-01-08 09:39:51,,dhaka-khulna highway,gopalganj's sadar upazila,2,10,bus and a truck,head-on collision,Bangladesh,event,road accident
4536,20 BL college teachers injured in road crash,2017-11-24 14:01:52,,rupsha bridge,khulna,0,20,,road accident,Bangladesh,event,road accident
4538,Man killed in city road crash,2017-11-12 11:10:07,https://en.prothomalo.com/bangladesh/Man-killed-in-city-road-accident,badda link road,dhaka,1,0,vehicle,,Bangladesh,event,road accident
4540,Man killed in city road crash,2017-11-12 11:10:07,https://en.prothomalo.com/bangladesh/Man-killed-in-city-road-crash-9,badda link road,dhaka,1,0,,,Bangladesh,event,road accident
4541,Man killed in city road crash,2017-11-12 11:10:07,https://en.prothomalo.com/bangladesh/Man-killed-in-city-road-crash-5,badda link road,dhaka,1,0,,,Bangladesh,event,road accident
4545,3 killed in Jatrabari road accident,2014-07-03 12:46:28,https://en.prothomalo.com/bangladesh/3-killed-in-Jatrabari-road-accident,dhaka-chittagong highway near south jatrabari toll plaza,dhaka,3,0,,,Bangladesh,event,road accident
4548,‘Civil society betraying people by remaining silent’,2019-07-28 17:03:23,https://en.prothomalo.com/opinion/‘Civil-society-betraying-people-by-remaining,various,various,0,0,"cars, motorcycles, trains","general lawlessness, lack of security, mob violence, road accidents, train accidents",Bangladesh,event,road accident
4550,Barisal road crash kills 2 college students,2018-01-26 22:43:26,https://en.prothomalo.com/bangladesh/Barisal-road-crash-kills-2-college-students,khoirabad bridge on barisal-patuakhali road,barisal,2,1,pickup van and motorcycle,head-on collision,Bangladesh,event,road accident
4551,Girl loses leg in city road crash,2018-04-22 17:52:24,https://en.prothomalo.com/bangladesh/Girl-loses-leg-in-city-road-crash,airport road,banani,0,1,brtc bus,bus ran over girl,Bangladesh,event,road accident
4553,5 killed in Brahmanbaria road accident,2014-07-01 19:43:56,https://en.prothomalo.com/bangladesh/5-killed-in-Brahmanbaria-road-accident,sarail,brahmanbaria,5,0,truck and auto-rickshaw,head-on collision,Bangladesh,event,road accident
4554,Jessore bus accident death toll hits 10,2014-07-01 16:41:38,https://en.prothomalo.com/bangladesh/Jessore-bus-accident-death-toll-hits-10,jessore,jessore,10,0,,,Bangladesh,event,road accident
4561,Magura road crash kills 2,2017-12-11 09:48:21,https://en.prothomalo.com/bangladesh/Magura-road-crash-kills-2-3,jagla,magura,2,0,truck,hit a roadside tree and plunged into a ditch,Bangladesh,event,road accident
4562,Gopalganj road crash death toll rises to 8,2018-04-01 14:41:38,https://en.prothomalo.com/bangladesh/Gopalganj-bus-plunge-kills-6,biswambordi,muksudpur upazila in gopalganj,8,23,bus,driver lost control over the steering,Bangladesh,event,road accident
4563,Ridoy crying in pain at DMCH,2018-04-19 13:13:49,,dhaka medical college hospital,dhaka,1,1,bus,collision,Bangladesh,event,road accident
4568,"Driver, helper killed as bus falls into Kushtia ditch",2018-01-11 09:10:44,,kumarkhali upazila,kushtia,2,20,bus,plunged into a roadside ditch,Bangladesh,event,road accident
4569,Wife makes tearful plea for husband's release,2018-09-11 15:12:23,https://en.prothomalo.com/bangladesh/Wife-makes-tearful-plea-for-husband-s-release,,,0,0,,,Bangladesh,event,road accident
4576,Kushtia road crash injures 35 cops,2018-01-07 18:22:01,https://en.prothomalo.com/bangladesh/Kushtia-road-crash-injures-35-cops,central bus terminal area in kushtia town,kushtia,0,35,bus,plunged into a roadside ditch,Bangladesh,event,road accident
4578,Returning to the roots,2018-06-13 11:52:33,https://en.prothomalo.com/opinion/Returning-to-the-roots,,,0,0,,,Bangladesh,event,road accident
4579,‘Development work will not resolve road communication problems’,2019-08-29 12:51:09,,,,0,0,,,Bangladesh,,road accident
4581,Madaripur road crash kills 2,2017-11-24 15:50:55,https://en.prothomalo.com/bangladesh/Madaripur-road-crash-kills-2,kadirpur village,madaripur,2,1,motorcycle,road accident,Bangladesh,event,road accident
4583,Narsingdi road crashes kill 9,2018-04-06 20:10:16,https://en.prothomalo.com/bangladesh/Narsingdi-road-crashes-kill-9,dhaka-sylhet highway at charabagh and dhaka-habiganj highway in front of birampur palli bidyut office,narsingdi,7,0,"bus, motorbike, rickshaw, pedestrian","bus hitting motorbike, bus losing control and pushing rickshaw",Bangladesh,event,road accident
4584,2 drivers remanded over Rajib injury,2018-04-06 11:31:16,https://en.prothomalo.com/bangladesh/2-drivers-remanded-over-Rajib-injury,dhaka,dhaka,0,1,bus,vehicle collision (buses),Bangladesh,event,road accident
4585,DMCH bears Rajib treatment cost,2018-04-06 11:27:30,https://en.prothomalo.com/bangladesh/DMCH-bears-Rajib-treatment-cost,dhaka,dhaka,0,1,bus,collision between two buses,Bangladesh,event,road accident
4586,"Manikganj road crash kills 2, injures 17",2018-02-08 22:48:53,https://en.prothomalo.com/bangladesh/Manikganj-road-crash-kills-2-injures-17,zoka area,manikganj,2,15,bus,drove into a ditch,Bangladesh,event,road accident
4592,3 killed in Dinajpur bus-car collision,2017-10-20 18:19:33,https://en.prothomalo.com/bangladesh/3-killed-in-Dinajpur-bus-private-car-collision,egaro mile area,dinajpur,3,1,private car and a bus,head-on collision,Bangladesh,event,road accident
4594,"Father, daughter killed in Pirojpur road crash",2017-12-04 14:13:50,https://en.prothomalo.com/bangladesh/Pirojpur-road-crash-kills-2-of-a-family,pirojpur bridge,pirojpur,2,3,,,Bangladesh,event,road accident
4595,Ctg road crash kills 2,2017-12-04 14:04:34,https://en.prothomalo.com/bangladesh/Ctg-road-crash-kills-2-2,sitakunda,chittagong,2,2,,,Bangladesh,event,road accident
4602,Police officer killed in traffic accident,2014-06-24 11:07:31,https://en.prothomalo.com/bangladesh/Police-officer-killed-in-traffic-accident,ashuganj,brahmanbaria,1,0,,traffic accident,Bangladesh,event,road accident
4605,Khulna youth dev official killed in road crash,2017-11-22 18:46:08,https://en.prothomalo.com/bangladesh/Khulna-youth-dev-official-killed-in-road-crash,phultala upazila,phultala,1,1,car,road accident,Bangladesh,event,road accident
4617,Sunamganj car plunge kills 4,2017-12-15 20:41:52,https://en.prothomalo.com/bangladesh/Sunamganj-car-plunge-kills-4,roadside ditch,sunamganj,4,0,car,plunged into a roadside ditch,Bangladesh,event,road accident
4622,Road crash kills 4,2017-11-04 13:10:21,https://en.prothomalo.com/bangladesh/Road-crash-kills-4,shalbagan,birganj,4,0,pickup van and auto-rickshaw,collision between pickup van and auto-rickshaw,Bangladesh,event,road accident
4623,Dinajpur road crash kills 2,2017-10-02 11:51:26,https://en.prothomalo.com/bangladesh/Dinajpur-road-crash-kills-2,in front of sadar upazila office,district town,2,0,bus and auto-rickshaw,bus hitting auto-rickshaw from behind,Bangladesh,event,road accident
4632,Series of sabotages led to 21 August grenade attack,2019-08-20 15:18:34,,bangabandhu avenue,dhaka,24,200,,grenade attack by militant group,Bangladesh,event,road accident
4634,2 killed in Sirajganj traffic accident,2014-06-13 13:04:34,https://en.prothomalo.com/bangladesh/2-killed-in-Sirajganj-traffic-accident-2,dhaka-bogra highway at ghurka beltala,sirajganj,2,0,truck,truck ran over pedestrians,Bangladesh,event,road accident
4636,3 killed in Netrakona traffic accident,2014-06-13 09:15:55,,netrakona-dhaka highway near brtc bus stand,sadar upazila,3,0,"motorcycle, truck",truck hit motorcycle,Bangladesh,event,road accident
4638,"Vested quarter tried to cash in on schoolchildren’s anger, says PM Hasina",2018-08-31 23:12:36,,,,2,0,,,Bangladesh,event,road accident
4643,Rajshahi bike crash kills two teens,2017-11-26 11:22:50,https://en.prothomalo.com/bangladesh/Rajshahi-bike-crash-kills-two-teens,durgaspur-katakhali road,rajshahi,2,0,motorcycle,,Bangladesh,event,road accident
4645,2 Biswa Ijtema devotees die,2018-01-12 15:47:04,https://en.prothomalo.com/bangladesh/2-Biswa-Ijtema-devotees-die,tongi,gazipur,2,0,,on their way to join the 53rd biswa ijtema,Bangladesh,event,road accident
4647,40-km human chain for addressing ‘death trap’,2018-04-08 13:10:10,https://en.prothomalo.com/bangladesh/40-km-human-chain-for-addressing-‘death-trap’,sitakunda,chittagong,0,0,,recurring road accidents,Bangladesh,event,road accident
4649,"Agitating students take to streets, buses torched",2018-08-01 16:03:31,https://en.prothomalo.com/bangladesh/Agitating-students-torch-two-buses-in-capital,"airport road, dhaka",dhaka,2,0,,road crash,Bangladesh,event,road accident
4651,2 killed in Pabna road crash,2017-12-02 20:12:13,https://en.prothomalo.com/bangladesh/accident/2-killed-in-pabna-road-crash,nurpur area on pabna-gachhpara road,pabna,2,4,"truck, auto-rickshaw",truck hitting auto-rickshaw,Bangladesh,event,road accident
4652,2 killed in Pabna road crash,2017-12-02 20:12:13,https://en.prothomalo.com/bangladesh/2-killed-in-Pabna-road-crash-2,nurpur area on pabna-gachhpara road,pabna,2,4,"truck, auto-rickshaw",truck hit auto-rickshaw,Bangladesh,event,road accident
4654,Death on the streets again,2018-07-31 14:31:40,https://en.prothomalo.com/opinion/Death-on-the-streets-again,dhaka streets,dhaka,1,0,bus,reckless driving and racing between buses,Bangladesh,event,road accident
4658,3 killed in Comilla traffic accident,2014-06-08 09:51:32,https://en.prothomalo.com/bangladesh/3-killed-in-Comilla-traffic-accident,adarsha sadar upazila,comilla,3,2,"covered-van, cng-run auto-rickshaw",covered-van rammed a cng-run auto-rickshaw,Bangladesh,event,road accident
4659,Two bus drivers held,2018-04-04 17:26:45,https://en.prothomalo.com/bangladesh/Two-bus-drivers-held,dhaka,dhaka,0,1,bus,bus collision,Bangladesh,event,road accident
4660,2 Juba League leaders killed in road accident,2014-06-07 19:11:41,https://en.prothomalo.com/bangladesh/2-Juba-League-leaders-killed-in-road-accident,dhaka- aricha highway,manikganj,2,0,,,Bangladesh,event,road accident
4661,3 killed in Gopalganj road accident,2014-06-07 10:19:47,https://en.prothomalo.com/bangladesh/3-killed-in-Gopalganj-road-accident,dhaka-khulna highway at pona,gopalganj,3,30,bus,plunged into a roadside ditch,Bangladesh,event,road accident
4662,Noakhali road crash kills 2 motorcyclists,2017-12-09 21:38:13,https://en.prothomalo.com/bangladesh/Noakhali-road-crash-kills-2-motorcyclists,sonaimuri-kankirhat road,noakhali,2,1,motorcycle,,Bangladesh,event,road accident
4669,"Battery-run rickshaws, easy bikes banned in Comilla",2017-12-18 13:37:28,https://en.prothomalo.com/bangladesh/Battery-run-rickshaws-easy-bikes-banned-in,,comilla,0,0,battery-run rickshaws and easy-bikes,,Bangladesh,event,road accident
4674,Fisherman dies as launch hits trawler in Bhola,2017-11-18 00:03:15,https://en.prothomalo.com/bangladesh/Fisherman-dies-as-launch-hits-trawler-in-Bhola,meghna river,bhola,1,0,launch and trawler,launch hit trawler,Bangladesh,event,road accident
4676,Savar road crash kills 2,2017-11-05 12:47:23,https://en.prothomalo.com/bangladesh/Savar-road-crash-kills-2-3,pakija area,dhaka,2,3,,,Bangladesh,event,road accident
4677,Girl dies falling off easy bike,2017-09-18 08:58:44,,monirampur,jessore,1,0,easy-bike,fell from a speeding easy-bike,Bangladesh,event,road accident
4679,Wild elephant kills 2 at Kutupalong Rohingya camp,2018-02-24 16:34:40,https://en.prothomalo.com/bangladesh/Wild-elephant-kills-2-at-Kutupalong-Rohingya-camp,rohingya refugee camp,cox's bazar,2,0,elephant,rampaging elephant attack,Bangladesh,event,road accident
4681,7 killed in Bagerhat road accident,2014-05-24 19:10:34,https://en.prothomalo.com/bangladesh/7-killed-in-Bagerhat-road-accident,fakirhat upazila,bagerhat,7,20,traffic accident,,Bangladesh,event,road accident
4682,3 killed in Comilla road accident,2014-05-24 14:20:46,https://en.prothomalo.com/bangladesh/3-killed-in-Comilla-road-accident,dhaka-chittagong highway at baropara,comilla,3,15,"bus, truck",triangular collision,Bangladesh,event,road accident
4683,Road accident kills two in Savar,2014-05-24 11:24:59,https://en.prothomalo.com/bangladesh/Road-accident-kills-two-in-Savar,baliarpur bus stand,savar,2,5,"microbus, truck",head-on collision,Bangladesh,event,road accident
4685,Road crash kills 3 in Noakhali,2017-09-14 14:40:27,,tinpukuria,noakhali,3,18,road,,Bangladesh,event,road accident
4686,"Gaibandha MP, among 4 severely injured in road crash",2017-11-18 22:18:44,https://en.prothomalo.com/bangladesh/Gaibandha-MP-3-others-severely-injured-in-road,natiyapara of delduar upazila on dhaka tangail highway,tangail,0,4,microbus and bus,head-on collision,Bangladesh,event,road accident
